id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
340427,Female,22,1,39,0,< 1 Year,Yes,46789,152,167,0
340428,Female,23,1,3,0,< 1 Year,No,41927,152,282,0
340429,Male,49,1,13,0,1-2 Year,Yes,39964,124,164,0
340430,Male,21,1,39,0,< 1 Year,Yes,33851,160,115,0
340431,Male,33,1,8,0,1-2 Year,Yes,26003,19,34,0
340432,Female,41,1,28,0,1-2 Year,Yes,38052,26,237,1
340433,Male,42,1,36,1,1-2 Year,No,32680,152,160,0
340434,Male,24,1,41,1,< 1 Year,No,29098,152,155,0
340435,Female,21,1,8,1,< 1 Year,No,26065,160,277,0
340436,Female,23,1,28,0,< 1 Year,Yes,37149,152,255,0
340437,Female,25,1,15,1,< 1 Year,No,22301,152,294,0
340438,Female,24,1,28,1,< 1 Year,No,56434,152,256,0
340439,Male,55,1,9,0,1-2 Year,Yes,35231,124,78,0
340440,Male,70,1,28,0,1-2 Year,Yes,58839,25,252,0
340441,Female,25,1,6,1,< 1 Year,No,31093,152,193,0
340442,Male,47,1,15,1,1-2 Year,No,22511,152,44,0
340443,Female,36,1,39,1,1-2 Year,No,2630,124,161,0
340444,Female,37,1,28,0,1-2 Year,Yes,43522,122,168,1
340445,Female,24,1,8,1,< 1 Year,No,80625,152,239,0
340446,Male,23,1,41,1,< 1 Year,No,38321,152,37,0
340447,Male,22,1,10,1,< 1 Year,No,2630,152,83,0
340448,Male,62,1,35,0,1-2 Year,Yes,36164,26,48,1
340449,Male,55,1,15,1,1-2 Year,No,24302,26,16,0
340450,Female,58,1,43,1,1-2 Year,No,32368,124,174,0
340451,Male,70,1,46,0,1-2 Year,Yes,25836,26,167,0
340452,Male,71,1,46,0,1-2 Year,Yes,39752,11,163,0
340453,Male,38,1,11,0,1-2 Year,Yes,38952,124,123,0
340454,Male,21,1,33,1,< 1 Year,No,57293,152,182,0
340455,Female,27,1,47,1,< 1 Year,No,33302,152,170,0
340456,Female,62,1,41,0,1-2 Year,Yes,2630,156,217,1
340457,Male,21,1,47,1,< 1 Year,No,40339,160,246,0
340458,Female,22,1,7,0,< 1 Year,Yes,31908,152,170,0
340459,Female,40,1,8,1,1-2 Year,No,32596,26,71,0
340460,Female,23,1,11,1,< 1 Year,No,24072,152,254,0
340461,Male,45,1,28,0,> 2 Years,Yes,49589,124,287,1
340462,Female,28,1,8,1,< 1 Year,No,53944,152,41,0
340463,Female,32,1,11,0,< 1 Year,No,2630,1,30,0
340464,Male,48,1,48,0,1-2 Year,Yes,2630,124,216,1
340465,Female,55,1,28,1,1-2 Year,No,2630,26,203,0
340466,Male,69,1,28,1,1-2 Year,No,52792,26,160,0
340467,Male,62,1,46,0,1-2 Year,Yes,37831,26,110,1
340468,Female,25,1,46,1,< 1 Year,No,20709,152,171,0
340469,Male,71,1,28,0,> 2 Years,Yes,51117,26,232,1
340470,Male,24,1,6,1,< 1 Year,No,18026,152,45,0
340471,Male,51,1,28,0,1-2 Year,Yes,36930,122,281,1
340472,Male,31,1,42,1,< 1 Year,No,34365,152,128,0
340473,Female,73,1,29,0,1-2 Year,Yes,55991,26,77,0
340474,Female,34,1,21,1,< 1 Year,No,20982,152,289,0
340475,Male,21,1,46,1,< 1 Year,No,27919,160,166,0
340476,Male,61,1,28,0,> 2 Years,Yes,40705,122,165,1
340477,Female,45,1,20,1,1-2 Year,No,2630,155,22,0
340478,Female,20,1,25,0,< 1 Year,No,25207,160,110,0
340479,Male,57,1,8,1,1-2 Year,No,26936,7,297,0
340480,Female,27,1,28,1,< 1 Year,No,30914,152,54,0
340481,Female,54,1,12,0,1-2 Year,Yes,46450,26,205,1
340482,Male,23,1,30,0,< 1 Year,Yes,27956,26,190,0
340483,Female,29,1,9,1,< 1 Year,No,30091,152,199,0
340484,Female,30,1,2,0,1-2 Year,Yes,37714,157,289,0
340485,Male,40,1,48,0,1-2 Year,Yes,2630,124,152,0
340486,Male,34,1,28,1,1-2 Year,No,44761,124,145,0
340487,Female,47,1,37,0,1-2 Year,Yes,32133,26,16,1
340488,Female,47,1,28,1,1-2 Year,No,37851,26,153,0
340489,Male,44,1,43,1,1-2 Year,No,28510,124,40,0
340490,Female,36,1,28,0,1-2 Year,Yes,29496,26,116,1
340491,Male,41,1,31,0,1-2 Year,Yes,2630,124,79,0
340492,Male,68,1,28,1,1-2 Year,No,2630,52,57,0
340493,Male,22,1,28,0,< 1 Year,No,69584,152,31,0
340494,Female,27,1,8,1,< 1 Year,No,70790,152,71,0
340495,Female,21,1,46,1,< 1 Year,No,53356,160,182,0
340496,Male,67,1,36,1,1-2 Year,No,33402,124,57,0
340497,Female,67,1,8,0,1-2 Year,Yes,2630,156,263,0
340498,Male,58,1,49,0,1-2 Year,Yes,26266,124,70,0
340499,Female,51,1,28,0,1-2 Year,Yes,46257,26,191,0
340500,Female,78,1,8,0,1-2 Year,Yes,61321,26,144,0
340501,Male,50,1,28,0,1-2 Year,Yes,34139,26,264,1
340502,Male,53,1,30,0,1-2 Year,Yes,2630,145,226,0
340503,Male,33,1,8,1,< 1 Year,No,2630,152,168,0
340504,Male,44,1,8,1,1-2 Year,No,38462,124,76,0
340505,Male,24,1,28,1,< 1 Year,No,56388,152,71,0
340506,Male,35,1,8,1,1-2 Year,No,32915,152,213,0
340507,Female,24,1,10,0,1-2 Year,Yes,28258,124,172,0
340508,Male,33,1,28,0,1-2 Year,Yes,62124,157,134,1
340509,Male,31,1,40,0,1-2 Year,Yes,2630,157,36,0
340510,Male,23,1,28,0,< 1 Year,Yes,35039,124,12,0
340511,Female,28,1,19,0,< 1 Year,Yes,34237,163,90,0
340512,Male,21,1,47,0,< 1 Year,No,31490,152,57,0
340513,Male,41,1,28,0,1-2 Year,Yes,41941,124,188,0
340514,Female,48,1,28,0,1-2 Year,Yes,44265,26,179,0
340515,Male,80,1,41,1,1-2 Year,No,21794,26,270,0
340516,Female,25,1,27,0,< 1 Year,Yes,37218,152,247,0
340517,Male,72,1,19,0,> 2 Years,Yes,33441,157,109,0
340518,Female,57,1,24,1,1-2 Year,No,38888,124,171,0
340519,Male,45,1,28,0,1-2 Year,No,27019,124,145,0
340520,Female,47,1,28,0,1-2 Year,Yes,2630,26,207,0
340521,Male,72,1,28,1,1-2 Year,No,88518,124,76,0
340522,Male,54,1,41,0,1-2 Year,Yes,33731,124,232,1
340523,Male,33,1,28,0,< 1 Year,Yes,32731,152,18,0
340524,Female,20,1,15,0,< 1 Year,No,51132,160,260,0
340525,Male,24,1,50,1,< 1 Year,No,46993,152,30,0
340526,Female,22,1,3,1,< 1 Year,No,24879,152,226,0
340527,Male,79,1,28,1,1-2 Year,No,2630,158,244,0
340528,Male,44,1,28,0,1-2 Year,Yes,46393,124,18,0
340529,Female,43,1,14,0,1-2 Year,Yes,54299,26,120,1
340530,Male,75,1,15,1,1-2 Year,No,32601,14,193,0
340531,Female,21,1,28,0,< 1 Year,Yes,49280,152,198,0
340532,Female,25,1,11,0,< 1 Year,Yes,2630,153,101,0
340533,Male,62,1,8,0,1-2 Year,Yes,43332,26,101,0
340534,Male,59,1,11,1,1-2 Year,No,2630,152,168,0
340535,Male,31,1,45,0,1-2 Year,Yes,2630,157,128,0
340536,Female,26,1,49,0,< 1 Year,Yes,2630,152,279,0
340537,Female,29,1,28,1,< 1 Year,No,52739,152,19,0
340538,Male,55,1,8,0,1-2 Year,Yes,32013,124,76,0
340539,Male,21,1,36,1,< 1 Year,No,37872,160,88,0
340540,Male,65,1,28,0,1-2 Year,Yes,2630,26,99,0
340541,Female,61,1,28,0,1-2 Year,Yes,38759,26,202,0
340542,Male,46,1,40,0,1-2 Year,Yes,37630,124,94,1
340543,Male,69,1,28,1,1-2 Year,No,32076,125,123,0
340544,Female,59,1,41,1,1-2 Year,No,48575,26,234,0
340545,Male,30,1,50,1,< 1 Year,No,27736,152,214,0
340546,Female,23,1,50,1,< 1 Year,No,25577,152,120,0
340547,Male,43,1,8,0,1-2 Year,Yes,29807,26,48,0
340548,Male,27,1,28,1,< 1 Year,No,58318,152,108,0
340549,Female,54,1,26,0,> 2 Years,Yes,37885,120,153,1
340550,Female,24,1,41,1,< 1 Year,Yes,54060,152,12,0
340551,Female,26,1,29,0,< 1 Year,Yes,33486,26,247,1
340552,Female,34,1,10,1,1-2 Year,No,27427,152,54,0
340553,Male,27,1,29,1,< 1 Year,No,2630,152,40,0
340554,Male,44,1,4,0,1-2 Year,Yes,27578,124,133,0
340555,Female,24,1,21,1,< 1 Year,No,32634,152,182,0
340556,Female,34,1,30,0,1-2 Year,Yes,2630,124,193,0
340557,Female,62,1,28,0,1-2 Year,Yes,28213,26,265,0
340558,Female,24,1,6,1,< 1 Year,No,28698,152,24,0
340559,Male,34,1,28,0,1-2 Year,Yes,75976,124,60,0
340560,Female,22,1,25,1,< 1 Year,No,36320,152,93,0
340561,Female,23,1,30,1,< 1 Year,No,28314,152,190,0
340562,Female,29,1,46,1,< 1 Year,No,2630,160,44,0
340563,Male,36,1,28,0,1-2 Year,Yes,44424,156,296,0
340564,Female,22,1,35,1,< 1 Year,No,22727,152,41,0
340565,Male,24,1,46,0,< 1 Year,No,35822,152,94,0
340566,Female,47,1,33,0,1-2 Year,Yes,22924,124,226,0
340567,Female,23,1,38,1,< 1 Year,No,41079,152,205,0
340568,Female,21,1,41,1,< 1 Year,No,29359,152,26,0
340569,Female,76,1,28,1,1-2 Year,No,23926,152,171,0
340570,Male,49,1,46,0,> 2 Years,Yes,29628,124,128,0
340571,Female,24,1,30,1,< 1 Year,No,23206,152,22,0
340572,Male,48,1,28,0,> 2 Years,Yes,39768,26,228,1
340573,Male,77,1,29,0,1-2 Year,Yes,29621,26,239,0
340574,Female,50,1,28,0,1-2 Year,Yes,24242,13,262,0
340575,Female,25,1,15,0,< 1 Year,Yes,2630,151,200,0
340576,Female,21,1,32,0,< 1 Year,Yes,22547,152,187,0
340577,Male,29,1,28,1,< 1 Year,No,47483,152,245,0
340578,Female,33,1,28,0,< 1 Year,Yes,28567,26,292,0
340579,Male,26,1,47,1,< 1 Year,No,2630,152,139,0
340580,Male,22,1,36,0,< 1 Year,Yes,30402,152,200,0
340581,Male,45,1,50,0,1-2 Year,Yes,29992,124,196,1
340582,Female,61,1,30,1,1-2 Year,No,26186,152,181,0
340583,Female,68,1,28,0,1-2 Year,Yes,2630,158,36,0
340584,Male,22,1,45,0,< 1 Year,Yes,32775,152,166,0
340585,Female,65,1,29,1,1-2 Year,No,45803,26,62,0
340586,Female,25,1,11,1,< 1 Year,No,33806,152,27,0
340587,Male,59,1,3,0,1-2 Year,Yes,2630,156,228,0
340588,Male,32,1,35,0,1-2 Year,Yes,2630,157,234,0
340589,Female,25,1,15,1,< 1 Year,No,26215,152,42,0
340590,Male,28,1,28,0,< 1 Year,No,32026,152,97,0
340591,Female,59,1,28,0,1-2 Year,Yes,38892,124,214,0
340592,Male,39,1,28,1,1-2 Year,No,47739,26,280,0
340593,Female,77,1,28,0,> 2 Years,Yes,51707,26,109,0
340594,Male,37,1,28,1,1-2 Year,No,2630,152,259,0
340595,Male,48,1,39,0,1-2 Year,Yes,43607,124,154,0
340596,Male,40,1,50,1,1-2 Year,No,23073,157,230,0
340597,Male,67,1,45,0,1-2 Year,No,2630,26,63,0
340598,Female,37,1,28,0,1-2 Year,Yes,34654,124,225,1
340599,Female,24,1,16,1,< 1 Year,No,32713,152,151,0
340600,Male,45,1,28,0,> 2 Years,Yes,49302,124,179,1
340601,Male,42,1,46,0,1-2 Year,Yes,19277,26,140,0
340602,Female,23,1,26,1,< 1 Year,No,32189,152,282,0
340603,Male,24,1,28,0,< 1 Year,Yes,38223,152,176,0
340604,Female,49,1,28,1,1-2 Year,No,42875,124,94,0
340605,Male,28,1,15,0,< 1 Year,Yes,39443,152,161,0
340606,Female,23,1,29,1,< 1 Year,No,30653,152,139,0
340607,Female,61,1,28,0,1-2 Year,Yes,63684,151,259,0
340608,Female,21,1,36,0,< 1 Year,Yes,34675,152,192,0
340609,Female,43,1,3,0,1-2 Year,No,2630,157,116,1
340610,Male,23,1,8,1,< 1 Year,No,46096,152,79,0
340611,Male,25,1,15,0,< 1 Year,No,44295,152,143,0
340612,Male,52,1,0,1,1-2 Year,No,2630,26,263,0
340613,Male,79,1,38,0,> 2 Years,Yes,47460,26,255,0
340614,Female,44,1,28,0,1-2 Year,Yes,45685,124,140,1
340615,Female,44,1,28,1,1-2 Year,No,49248,124,299,0
340616,Female,20,1,12,0,< 1 Year,Yes,35971,152,257,0
340617,Female,25,1,39,0,< 1 Year,Yes,26554,152,28,0
340618,Male,21,1,15,0,< 1 Year,Yes,39011,152,116,1
340619,Male,23,1,29,1,< 1 Year,No,49104,152,36,0
340620,Female,24,1,8,0,< 1 Year,Yes,61667,152,91,0
340621,Female,27,1,36,1,< 1 Year,No,29889,152,243,0
340622,Male,50,1,12,0,1-2 Year,Yes,2630,156,70,0
340623,Male,60,1,28,0,1-2 Year,Yes,42349,26,14,0
340624,Male,41,1,28,0,1-2 Year,Yes,35873,124,168,0
340625,Female,24,1,21,0,< 1 Year,Yes,29701,152,191,1
340626,Female,45,1,41,1,1-2 Year,Yes,28635,26,133,0
340627,Female,36,1,15,1,1-2 Year,No,29738,152,153,0
340628,Male,21,1,50,0,< 1 Year,No,25613,160,138,0
340629,Male,23,1,3,1,< 1 Year,No,31873,152,144,0
340630,Female,21,1,2,0,< 1 Year,No,2630,160,265,0
340631,Male,39,1,28,0,> 2 Years,Yes,29119,124,28,0
340632,Male,53,1,28,0,1-2 Year,Yes,34823,30,228,0
340633,Male,60,1,28,1,1-2 Year,No,29586,122,12,0
340634,Male,38,1,7,0,> 2 Years,Yes,43142,26,258,1
340635,Female,39,1,47,0,1-2 Year,Yes,32956,124,110,0
340636,Male,62,1,28,0,1-2 Year,No,30145,124,282,0
340637,Female,28,1,8,0,< 1 Year,Yes,2630,156,246,1
340638,Male,48,1,50,0,> 2 Years,Yes,2630,124,102,0
340639,Female,26,1,11,0,1-2 Year,Yes,2630,124,162,1
340640,Male,49,1,28,0,> 2 Years,Yes,55083,52,187,0
340641,Male,69,1,35,0,1-2 Year,Yes,2630,156,258,0
340642,Male,46,1,16,0,1-2 Year,Yes,26345,26,98,0
340643,Male,43,1,45,0,1-2 Year,Yes,31020,26,77,0
340644,Male,26,1,36,1,< 1 Year,No,36342,151,156,0
340645,Male,23,1,7,1,< 1 Year,No,34139,152,25,0
340646,Female,77,1,28,0,> 2 Years,Yes,50879,26,209,0
340647,Female,64,1,41,1,1-2 Year,No,26924,124,58,0
340648,Female,24,1,27,0,< 1 Year,Yes,2630,152,257,0
340649,Female,24,1,29,1,< 1 Year,No,32234,152,179,0
340650,Male,57,1,28,0,> 2 Years,Yes,39284,26,62,0
340651,Male,39,1,15,0,1-2 Year,Yes,27985,152,114,0
340652,Male,26,1,15,1,< 1 Year,No,29600,152,110,0
340653,Male,58,1,41,0,1-2 Year,Yes,45027,156,100,0
340654,Female,28,1,46,1,< 1 Year,No,30954,152,53,0
340655,Female,47,1,28,0,> 2 Years,Yes,2630,134,197,0
340656,Female,28,1,28,1,< 1 Year,No,31019,152,171,0
340657,Male,23,1,16,1,< 1 Year,No,2630,152,89,0
340658,Female,21,1,27,0,< 1 Year,Yes,27979,160,174,0
340659,Female,23,1,46,1,< 1 Year,No,30273,152,259,0
340660,Male,55,1,28,0,> 2 Years,Yes,57619,26,51,1
340661,Male,39,1,8,0,1-2 Year,No,34471,152,113,0
340662,Female,26,1,3,1,< 1 Year,No,23513,152,192,0
340663,Male,24,1,37,1,< 1 Year,No,2630,152,73,0
340664,Female,21,1,8,0,< 1 Year,Yes,170402,152,292,0
340665,Female,31,1,28,0,1-2 Year,No,26944,26,184,0
340666,Male,57,1,8,0,1-2 Year,Yes,28564,124,147,0
340667,Male,52,1,28,0,1-2 Year,Yes,44214,124,125,0
340668,Male,61,1,11,0,1-2 Year,Yes,33660,124,127,0
340669,Female,39,1,28,0,1-2 Year,Yes,46679,52,15,1
340670,Male,62,1,28,1,1-2 Year,No,32895,26,140,0
340671,Male,43,1,3,0,1-2 Year,Yes,25689,124,188,0
340672,Male,26,1,32,1,< 1 Year,No,18927,152,204,0
340673,Male,47,1,37,1,1-2 Year,No,35359,128,266,0
340674,Male,22,1,8,1,< 1 Year,No,34299,152,76,0
340675,Male,45,1,8,0,1-2 Year,Yes,24172,26,277,0
340676,Male,23,1,11,1,< 1 Year,No,36128,152,153,0
340677,Male,29,1,28,0,1-2 Year,Yes,2630,124,233,1
340678,Female,24,1,41,1,< 1 Year,Yes,23303,152,27,0
340679,Female,22,1,30,1,< 1 Year,No,32230,152,275,0
340680,Female,25,1,28,0,< 1 Year,Yes,2630,157,13,0
340681,Female,79,1,8,1,1-2 Year,No,35921,124,145,0
340682,Female,26,1,41,1,< 1 Year,No,31206,152,63,0
340683,Male,21,1,14,1,< 1 Year,No,24768,152,287,0
340684,Male,50,1,28,1,1-2 Year,No,29879,26,208,0
340685,Male,58,1,28,0,1-2 Year,Yes,24499,124,149,0
340686,Female,26,1,37,1,< 1 Year,No,26780,152,269,0
340687,Male,24,1,10,1,< 1 Year,No,29060,152,48,0
340688,Female,24,1,29,1,< 1 Year,No,49110,152,148,0
340689,Female,69,1,29,0,1-2 Year,Yes,32461,26,183,0
340690,Female,26,1,50,1,< 1 Year,No,37393,152,127,0
340691,Female,48,1,35,0,1-2 Year,Yes,41155,10,190,1
340692,Male,25,1,6,1,< 1 Year,No,39221,152,155,0
340693,Male,55,1,28,0,1-2 Year,Yes,60608,3,165,0
340694,Female,63,1,28,0,1-2 Year,Yes,2630,26,270,1
340695,Male,45,1,28,0,1-2 Year,Yes,31386,26,122,0
340696,Male,48,1,28,0,1-2 Year,Yes,41685,26,292,1
340697,Male,46,1,28,0,> 2 Years,Yes,47386,124,113,0
340698,Male,31,1,15,1,< 1 Year,No,2630,160,192,0
340699,Female,22,1,28,1,< 1 Year,No,48109,152,57,0
340700,Female,37,1,28,0,1-2 Year,Yes,71087,122,268,1
340701,Female,24,1,15,1,< 1 Year,No,34816,152,276,0
340702,Female,40,1,28,0,1-2 Year,Yes,2630,26,49,0
340703,Female,25,1,25,1,< 1 Year,No,2630,152,31,0
340704,Female,24,1,32,1,< 1 Year,No,32542,152,79,0
340705,Male,40,1,28,0,1-2 Year,Yes,43033,122,24,0
340706,Female,23,1,30,1,< 1 Year,No,31557,152,87,0
340707,Male,50,1,28,0,1-2 Year,Yes,44477,124,15,0
340708,Male,31,1,3,0,< 1 Year,Yes,24020,124,39,1
340709,Female,21,1,47,0,< 1 Year,Yes,21381,160,167,0
340710,Male,24,1,15,0,< 1 Year,Yes,38911,152,237,0
340711,Female,41,1,50,0,1-2 Year,Yes,27684,124,193,1
340712,Male,24,1,42,1,< 1 Year,No,28759,152,288,0
340713,Female,22,1,50,0,< 1 Year,Yes,2630,152,96,0
340714,Female,57,1,48,1,1-2 Year,No,2630,124,217,0
340715,Male,53,1,19,0,1-2 Year,Yes,31782,26,216,0
340716,Female,44,1,46,1,1-2 Year,No,19291,124,83,0
340717,Male,42,1,13,0,1-2 Year,Yes,2630,157,163,0
340718,Male,41,1,8,1,1-2 Year,No,34378,124,89,0
340719,Female,47,1,36,0,1-2 Year,Yes,31485,124,121,0
340720,Female,32,1,0,0,< 1 Year,Yes,2630,152,140,0
340721,Female,34,1,33,0,1-2 Year,Yes,36235,124,281,1
340722,Female,76,1,28,0,> 2 Years,Yes,2630,157,290,0
340723,Female,23,1,35,1,< 1 Year,No,34321,152,135,0
340724,Male,21,1,33,1,< 1 Year,No,26298,152,185,0
340725,Female,25,1,12,0,< 1 Year,Yes,2630,152,198,0
340726,Male,71,1,46,0,1-2 Year,No,2630,124,77,0
340727,Female,65,1,33,1,1-2 Year,Yes,2630,26,219,0
340728,Female,40,1,0,1,1-2 Year,No,2630,26,168,0
340729,Female,21,1,45,1,< 1 Year,No,40765,152,284,0
340730,Female,29,1,50,1,< 1 Year,No,33813,152,69,0
340731,Female,25,1,12,1,< 1 Year,No,28089,152,278,0
340732,Male,22,1,30,1,< 1 Year,No,33826,152,32,0
340733,Female,67,1,15,0,1-2 Year,Yes,32425,26,176,0
340734,Male,25,1,46,1,< 1 Year,No,20147,160,116,0
340735,Male,51,1,30,1,1-2 Year,No,22356,152,117,0
340736,Male,76,1,41,1,1-2 Year,No,41392,26,210,0
340737,Female,26,1,15,1,< 1 Year,No,63889,152,10,0
340738,Male,24,1,36,0,< 1 Year,Yes,28423,152,91,0
340739,Female,36,1,37,1,1-2 Year,No,29744,152,288,0
340740,Male,30,1,0,1,< 1 Year,No,2630,152,239,0
340741,Female,40,1,50,1,1-2 Year,No,25612,8,281,0
340742,Male,51,1,11,0,1-2 Year,Yes,25003,124,251,0
340743,Female,23,1,41,1,< 1 Year,No,21860,153,199,0
340744,Female,49,1,36,1,1-2 Year,No,32833,26,148,0
340745,Male,37,1,28,0,1-2 Year,No,35554,124,269,0
340746,Female,69,1,8,0,1-2 Year,Yes,56113,26,76,0
340747,Male,38,1,23,0,1-2 Year,Yes,26946,124,80,0
340748,Female,24,1,46,1,< 1 Year,No,23273,152,267,0
340749,Male,40,1,28,0,1-2 Year,Yes,31678,124,239,0
340750,Male,27,1,10,1,< 1 Year,No,29463,152,76,0
340751,Male,24,1,8,1,< 1 Year,No,40637,152,211,0
340752,Male,43,1,46,0,1-2 Year,Yes,28574,26,19,1
340753,Male,41,1,37,0,1-2 Year,Yes,23102,124,180,1
340754,Female,25,1,41,1,< 1 Year,No,55078,152,269,0
340755,Male,59,1,33,0,1-2 Year,Yes,34683,26,172,0
340756,Male,73,1,13,0,1-2 Year,Yes,31155,124,267,1
340757,Male,51,1,47,1,1-2 Year,No,22820,26,155,0
340758,Female,22,1,46,0,1-2 Year,Yes,35578,156,149,0
340759,Female,21,1,33,1,< 1 Year,No,33577,152,276,0
340760,Female,21,1,50,0,< 1 Year,Yes,24762,160,104,0
340761,Male,26,1,45,1,< 1 Year,No,28430,152,192,0
340762,Male,57,1,41,1,1-2 Year,No,42791,26,284,0
340763,Male,77,1,24,0,1-2 Year,Yes,34442,145,129,0
340764,Male,48,1,28,0,1-2 Year,Yes,31583,26,275,0
340765,Male,55,1,28,0,1-2 Year,Yes,44559,26,68,1
340766,Male,25,1,37,0,< 1 Year,No,38727,152,110,0
340767,Male,26,1,25,1,< 1 Year,No,21831,152,66,0
340768,Female,21,1,46,1,< 1 Year,No,31196,160,88,0
340769,Female,40,1,43,1,1-2 Year,No,33761,124,213,0
340770,Female,24,1,27,0,< 1 Year,No,2630,152,277,0
340771,Female,79,1,29,0,1-2 Year,Yes,53652,26,273,0
340772,Male,24,1,21,1,< 1 Year,No,40157,152,91,0
340773,Female,55,1,28,0,1-2 Year,Yes,48790,26,148,0
340774,Female,24,1,28,1,< 1 Year,No,29836,152,217,0
340775,Male,22,1,16,1,< 1 Year,No,29657,152,189,0
340776,Female,23,1,6,1,< 1 Year,No,15348,152,205,0
340777,Male,25,1,15,1,< 1 Year,No,2630,152,255,0
340778,Female,27,1,6,1,< 1 Year,No,57486,152,267,0
340779,Male,63,1,28,0,1-2 Year,Yes,86013,26,128,0
340780,Male,34,1,28,0,1-2 Year,Yes,48677,152,36,0
340781,Female,48,1,28,1,1-2 Year,No,32004,26,73,0
340782,Male,26,1,8,0,< 1 Year,No,35684,152,28,0
340783,Male,42,1,27,1,1-2 Year,No,24618,152,104,0
340784,Male,23,1,3,1,< 1 Year,No,31453,152,82,0
340785,Male,22,1,47,1,< 1 Year,No,50544,152,180,0
340786,Male,41,1,39,0,1-2 Year,Yes,33557,124,95,0
340787,Female,26,1,12,1,< 1 Year,No,31549,152,99,0
340788,Female,23,1,9,0,< 1 Year,Yes,30380,152,86,0
340789,Male,24,1,29,1,< 1 Year,No,37737,152,13,0
340790,Male,53,1,4,0,1-2 Year,Yes,2630,124,106,1
340791,Male,22,1,46,0,< 1 Year,Yes,48977,152,223,1
340792,Male,22,1,6,0,< 1 Year,Yes,27158,152,179,0
340793,Female,74,1,28,1,1-2 Year,No,58555,122,250,0
340794,Female,24,1,47,1,< 1 Year,No,20103,160,44,0
340795,Female,20,1,28,0,< 1 Year,Yes,2630,157,145,0
340796,Male,41,1,50,0,1-2 Year,Yes,32939,124,35,0
340797,Female,23,1,15,1,< 1 Year,No,2630,160,127,0
340798,Female,26,1,30,1,< 1 Year,No,22148,152,264,0
340799,Female,49,1,28,1,1-2 Year,No,51482,26,224,0
340800,Female,44,1,50,0,1-2 Year,Yes,36636,124,87,0
340801,Female,24,1,49,0,< 1 Year,Yes,29155,151,119,1
340802,Male,43,1,45,0,1-2 Year,No,27981,26,74,1
340803,Female,35,1,21,0,1-2 Year,Yes,46874,152,206,1
340804,Male,41,1,20,1,1-2 Year,No,2630,26,49,0
340805,Female,76,1,28,0,1-2 Year,Yes,42039,26,205,0
340806,Male,32,1,15,0,< 1 Year,Yes,2630,152,48,0
340807,Male,20,1,2,0,< 1 Year,Yes,27889,160,224,0
340808,Male,24,1,15,0,< 1 Year,No,26834,152,99,0
340809,Female,21,1,11,0,< 1 Year,Yes,2630,160,273,0
340810,Male,21,1,29,1,1-2 Year,No,2630,157,223,0
340811,Female,34,1,46,0,1-2 Year,Yes,25923,124,282,0
340812,Male,42,1,49,0,1-2 Year,Yes,31899,15,135,0
340813,Female,40,1,28,0,1-2 Year,Yes,30228,26,289,0
340814,Female,44,1,10,0,1-2 Year,Yes,2630,124,27,0
340815,Female,23,1,7,1,< 1 Year,No,36737,152,118,0
340816,Male,24,1,47,0,< 1 Year,Yes,30377,26,140,0
340817,Male,22,1,15,1,< 1 Year,No,20079,152,200,0
340818,Female,25,1,15,1,< 1 Year,No,25308,152,237,0
340819,Female,41,1,13,0,1-2 Year,Yes,2630,157,20,1
340820,Female,22,1,46,1,< 1 Year,No,33468,152,217,0
340821,Female,23,1,16,1,< 1 Year,Yes,28026,151,19,0
340822,Male,23,1,6,1,< 1 Year,No,44301,152,94,0
340823,Male,46,1,28,1,1-2 Year,No,44978,26,125,0
340824,Female,55,1,8,0,> 2 Years,Yes,2630,156,115,0
340825,Male,22,1,37,0,< 1 Year,Yes,34635,152,14,0
340826,Male,65,1,3,0,1-2 Year,Yes,41762,124,94,0
340827,Male,30,1,29,1,< 1 Year,No,2630,152,49,0
340828,Female,35,1,28,1,1-2 Year,No,41073,156,161,0
340829,Male,49,1,28,0,1-2 Year,Yes,46480,124,50,0
340830,Male,24,1,50,0,< 1 Year,No,23568,152,50,0
340831,Male,61,1,28,0,> 2 Years,Yes,2630,26,235,0
340832,Female,31,1,45,1,1-2 Year,No,31542,124,133,0
340833,Male,21,1,35,1,< 1 Year,No,36169,152,64,0
340834,Female,21,1,33,0,< 1 Year,Yes,34377,152,170,0
340835,Male,68,1,28,0,> 2 Years,Yes,34171,124,83,0
340836,Male,25,1,11,1,< 1 Year,No,35884,152,66,0
340837,Female,62,1,47,1,1-2 Year,No,32163,124,194,0
340838,Female,42,1,28,0,> 2 Years,Yes,51156,26,98,1
340839,Female,20,1,46,0,< 1 Year,Yes,28851,160,129,0
340840,Male,28,1,17,1,< 1 Year,No,48947,152,139,0
340841,Female,29,1,41,1,< 1 Year,No,22217,152,97,0
340842,Female,30,1,39,1,< 1 Year,No,30451,152,16,0
340843,Male,50,1,28,0,1-2 Year,No,44290,26,30,0
340844,Male,26,1,46,1,< 1 Year,No,33202,152,137,0
340845,Female,25,1,15,0,< 1 Year,Yes,37167,152,215,0
340846,Female,35,1,26,0,1-2 Year,No,29565,124,165,0
340847,Male,75,1,46,0,> 2 Years,Yes,2630,26,176,0
340848,Male,55,1,9,0,1-2 Year,Yes,42129,124,115,0
